10
2
6
13
76
6
20
10
11
8
2
2
2
39
20
3
4
3
26
7
14
9
10
3
12
12
20
11
6
12
2
4
6
3
18
39
5
8
24
8
26
13
52
6
2
17
4
15
12
2
2
